"Reaction Abbreviation","Reaction Name","Reaction","Gene-reaction association","locusTags","Subsystem","Reversible","LB","UB","Objective"
"ICDHyr","isocitrate dehydrogenase NADP ","[c] : icit + nadp <==>  akg + co2 + nadph","ECW_m1244","ECW_m1244","Citric Acid Cycle",1,-1000,1000,0
"ICHORS","isochorismate synthase","[c] : chor <==>  ichor","ECW_m2457","ECW_m2457","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"ICHORSi","Isochorismate Synthase","[c] : chor -->  ichor","ECW_m0648","ECW_m0648","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ICHORT","isochorismatase","[c] : h2o + ichor -->  23ddhb + pyr","ECW_m0650","ECW_m0650","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ICL","Isocitrate lyase","[c] : icit -->  glx + succ","ECW_m4374","ECW_m4374","Anaplerotic Reactions",0,0,1000,0
"IDOND","L idonate 5 dehydrogenase","[c] : 5dglcn + h + nadh <==>  idon-L + nad","ECW_m4627","ECW_m4627","Alternate Carbon Metabolism",1,-1000,1000,0
"IDOND2","L indonate 5 dehydrogenase NADP ","[c] : 5dglcn + h + nadph -->  idon-L + nadp","ECW_m4627","ECW_m4627","Alternate Carbon Metabolism",0,0,1000,0
"IDONt2rpp","L idonate transport via proton symport reversible periplasm "," h[p] + idon-L[p] <==>  h[c] + idon-L[c]","ECW_m4625","ECW_m4625","Transport Inner Membrane",1,-1000,1000,0
"IDONtex","L idonate transport via diffusion extracellular to periplasm "," idon-L[e] <==>  idon-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"IG3PS","Imidazole glycerol 3 phosphate synthase","[c] : gln-L + prlp -->  aicar + eig3p + glu-L + h","( ECW_m2183  and  ECW_m2185 )","ECW_m2183 ECW_m2185","Histidine Metabolism",0,0,1000,0
"IGPDH","imidazoleglycerol phosphate dehydratase","[c] : eig3p -->  h2o + imacp","ECW_m2182","ECW_m2182","Histidine Metabolism",0,0,1000,0
"IGPS","indole 3 glycerol phosphate synthase","[c] : 2cpr5p + h -->  3ig3p + co2 + h2o","ECW_m1354","ECW_m1354","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"ILETA","isoleucine transaminase","[c] : akg + ile-L <==>  3mop + glu-L","ECW_m4069","ECW_m4069","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"ILETRS","Isoleucyl tRNA synthetase","[c] : atp + ile-L + trnaile -->  amp + iletrna + ppi","ECW_m0025","ECW_m0025","tRNA Charging",0,0,1000,0
"ILEabcpp","L isoleucine transport via ABC system periplasm "," atp[c] + h2o[c] + ile-L[p] -->  adp[c] + h[c] + ile-L[c] + pi[c]","( ECW_m3713  and  ECW_m3714  and  ECW_m3716  and  ECW_m3721  and  ECW_m3715 )","ECW_m3713 ECW_m3714 ECW_m3715 ECW_m3716 ECW_m3721","Transport Inner Membrane",0,0,1000,0
"ILEt2rpp","L isoleucine reversible transport via proton symport periplasm "," h[p] + ile-L[p] <==>  h[c] + ile-L[c]","ECW_m0470","ECW_m0470","Transport Inner Membrane",1,-1000,1000,0
"ILEtex","L isoleucine transport via diffusion extracellular to periplasm "," ile-L[e] <==>  ile-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"IMPC","IMP cyclohydrolase","[c] : h2o + imp <==>  fprica","ECW_m4366","ECW_m4366","Purine and Pyrimidine Biosynthesis",1,-1000,1000,0
"IMPD","IMP dehydrogenase","[c] : h2o + imp + nad -->  h + nadh + xmp","ECW_m2732","ECW_m2732","Purine and Pyrimidine Biosynthesis",0,0,1000,0
"IMPtex","IMP transport via diffusion extracellular to periplasm "," imp[e] <==>  imp[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"INDOLEt2pp","Indole transport via proton symport irreversible periplasm "," h[c] + indole[c] -->  h[p] + indole[p]","( ECW_m3531  and  ECW_m3532 )","ECW_m3531 ECW_m3532","Transport Inner Membrane",0,0,1000,0
"INDOLEt2rpp","Indole transport via proton symport reversible periplasm "," h[p] + indole[p] <==>  h[c] + indole[c]","ECW_m3431","ECW_m3431","Transport Inner Membrane",1,-1000,1000,0
"INDOLEtex","Indole transport via diffusion extracellular to periplasm "," indole[e] <==>  indole[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"INOSTt4pp","Namyo inositol symporter periplasm "," inost[p] + na1[p] -->  inost[c] + na1[c]","ECW_m3979","ECW_m3979","Transport Inner Membrane",0,0,1000,0
"INSH","Inosine hydrolase","[c] : h2o + ins -->  hxan + rib-D","ECW_m0029","ECW_m0029","Nucleotide Salvage Pathway",0,0,1000,0
"INSK","insosine kinase","[c] : atp + ins -->  adp + h + imp","ECW_m0549","ECW_m0549","Nucleotide Salvage Pathway",0,0,1000,0
"INSTtex","inositol transport via diffusion extracellular to periplasm "," inost[e] <==>  inost[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"INSt2pp","inosine transport in via proton symport periplasm "," h[p] + ins[p] -->  h[c] + ins[c]","ECW_m3222","ECW_m3222","Transport Inner Membrane",0,0,1000,0
"INStex","inosine transport via diffusion extracellular to periplasm "," ins[e] <==>  ins[p]","ECW_m0480","ECW_m0480","Transport Outer Membrane",1,-1000,1000,0
"IPDDI","isopentenyl diphosphate D isomerase","[c] : ipdp <==>  dmpp","ECW_m3142","ECW_m3142","Cofactor and Prosthetic Group Biosynthesis",1,-1000,1000,0
"IPDPS","1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase ipdp ","[c] : h2mb4p + h + nadh -->  h2o + ipdp + nad","ECW_m0028","ECW_m0028","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"IPMD","3 isopropylmalate dehydrogenase","[c] : 3c2hmp + nad -->  3c4mop + h + nadh","ECW_m0073","ECW_m0073","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"IPPMIa","3 isopropylmalate dehydratase","[c] : 3c2hmp <==>  2ippm + h2o","( ECW_m0071  and  ECW_m0072 )","ECW_m0071 ECW_m0072","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"IPPMIb","2 isopropylmalate hydratase","[c] : 2ippm + h2o <==>  3c3hmp","( ECW_m0071  and  ECW_m0072 )","ECW_m0071 ECW_m0072","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"IPPS","2 isopropylmalate synthase","[c] : 3mob + accoa + h2o -->  3c3hmp + coa + h","ECW_m0074","ECW_m0074","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"ISETACabcpp","isethionate transport via ABC system periplasm "," atp[c] + h2o[c] + isetac[p] -->  adp[c] + h[c] + isetac[c] + pi[c]","( ( ECW_m0439  and  ECW_m0440  and  ECW_m0441 )  or  ( ECW_m1046  and  ECW_m1043  and  ECW_m1044 ) )","ECW_m0439 ECW_m0440 ECW_m0441 ECW_m1043 ECW_m1044 ECW_m1046","Transport Inner Membrane",0,0,1000,0
"ISETACtex","isethionate transport via diffusion extracellular to periplasm "," isetac[e] <==>  isetac[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"K2L4Aabcpp","KDO 2 lipid IV A transport via ABC system periplasm "," atp[c] + h2o[c] + kdo2lipid4[c] -->  adp[c] + h[c] + kdo2lipid4[p] + pi[c]","ECW_m1024","ECW_m1024","Transport Inner Membrane",0,0,1000,0
"KARA1","ketol acid reductoisomerase 2 3 dihydroxy 3 methylbutanoate ","[c] : 23dhmb + nadp <==>  alac-S + h + nadph","ECW_m4073","ECW_m4073","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"KARA2","ketol acid reductoisomerase 2 Acetolactate ","[c] : 2ahbut + h + nadph <==>  23dhmp + nadp","ECW_m4073","ECW_m4073","Valine Leucine and Isoleucine Metabolism",1,-1000,1000,0
"KAS14","beta ketoacyl ACP synthase","[c] : acACP + h + malACP -->  ACP + actACP + co2","( ECW_m2512  or  ECW_m1203 )","ECW_m1203 ECW_m2512","Membrane Lipid Metabolism",0,0,1000,0
"KAS15","beta ketoacyl ACP synthase 2 ","[c] : accoa + h + malACP -->  actACP + co2 + coa","ECW_m1199","ECW_m1199","Membrane Lipid Metabolism",0,0,1000,0
"KAT1","3 ketoacyl CoA thiolase","[c] : aacoa + coa -->  (2) accoa","( ECW_m2530  or  ECW_m4145 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT2","3 ketoacyl CoA thiolase","[c] : 3ohcoa + coa -->  accoa + btcoa","( ECW_m4145  or  ECW_m2530 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT3","3 ketoacyl CoA thiolase","[c] : 3oocoa + coa -->  accoa + hxcoa","( ECW_m2530  or  ECW_m4145 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT4","3 ketoacyl CoA thiolase","[c] : 3odcoa + coa -->  accoa + occoa","( ECW_m2530  or  ECW_m4145 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT5","3 ketoacyl CoA thiolase","[c] : 3oddcoa + coa -->  accoa + dcacoa","( ECW_m2530  or  ECW_m4145 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT6","3 ketoacyl CoA thiolase","[c] : 3otdcoa + coa -->  accoa + ddcacoa","( ECW_m4145  or  ECW_m2530 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT7","3 ketoacyl CoA thiolase","[c] : 3ohdcoa + coa -->  accoa + tdcoa","( ECW_m4145  or  ECW_m2530 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KAT8","3 ketoacyl CoA thiolase","[c] : 3oodcoa + coa -->  accoa + pmtcoa","( ECW_m4145  or  ECW_m2530 )","ECW_m2530 ECW_m4145","Membrane Lipid Metabolism",0,0,1000,0
"KDOCT2","3 deoxy manno octulosonate cytidylyltransferase","[c] : ctp + kdo -->  ckdo + ppi","ECW_m1028","ECW_m1028","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"KDOPP","3 deoxy manno octulosonate 8 phosphatase","[c] : h2o + kdo8p -->  kdo + pi","ECW_m3470","ECW_m3470","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"KDOPS","3 deoxy D manno octulosonic acid 8 phosphate synthase","[c] : ara5p + h2o + pep -->  kdo8p + pi","ECW_m1301","ECW_m1301","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"KG6PDC","3 keto L gulonate 6 phosphate decarboxylase","[c] : 3dhgulnp + h -->  co2 + xu5p-L","( ECW_m4558  or  ECW_m3855 )","ECW_m3855 ECW_m4558","Alternate Carbon Metabolism",0,0,1000,0
"Kabcpp","Potassium ABC transporter periplasm "," atp[c] + h2o[c] + k[p] -->  adp[c] + h[c] + k[c] + pi[c]","( ECW_m0749  and  ECW_m0748  and  ECW_m0747 )","ECW_m0747 ECW_m0748 ECW_m0749","Inorganic Ion Transport and Metabolism",0,0,1000,0
"Kt2pp","potassium transport in via proton symport periplasm "," h[p] + k[p] -->  h[c] + k[c]","( ECW_m1342  or  ECW_m4050  or  ( ECW_m1387  and  ECW_m3557  and  ECW_m4149 ) )","ECW_m1342 ECW_m1387 ECW_m3557 ECW_m4050 ECW_m4149","Inorganic Ion Transport and Metabolism",0,0,1000,0
"Kt3pp","potassium transport out via proton antiport periplasm "," h[p] + k[c] -->  h[c] + k[p]","( ECW_m3606  or  ECW_m0047  or  ECW_m1308  or  ECW_m0900 )","ECW_m0047 ECW_m0900 ECW_m1308 ECW_m3606","Inorganic Ion Transport and Metabolism",0,0,1000,0
"Ktex","potassium transport via diffusion extracellular to periplasm "," k[e] <==>  k[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"LA4NTpp","4 amino 4 deoxy L arabinotransferase LPS lipid A modification periplasmic face of membrane ","[p] : colipa + uLa4n -->  acolipa + udcpp","ECW_m2448","ECW_m2448","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LACZ","b galactosidase","[c] : h2o + lcts -->  gal + glc-D","ECW_m0422","ECW_m0422","Alternate Carbon Metabolism",0,0,1000,0
"LACZpp","b galactosidase","[p] : h2o + lcts -->  gal + glc-D","ECW_m2334","ECW_m2334","Alternate Carbon Metabolism",0,0,1000,0
"LADGMDH","L alanyl gamma D glutamyl meso diaminopimelate hydrolase","[c] : LalaDgluMdap + h2o -->  26dap-M + LalaDglu","ECW_m1422","ECW_m1422","Murein Recycling",0,0,1000,0
"LALDO2x","D LactaldehydeNAD 1 oxidoreductase","[c] : h + mthgxl + nadh -->  lald-D + nad","ECW_m4302","ECW_m4302","Methylglyoxal Metabolism",0,0,1000,0
"LALGP","L alanyl gamma L glutamate peptidase","[c] : LalaLglu + h2o -->  ala-L + glu-L","ECW_m0351","ECW_m0351","Murein Recycling",0,0,1000,0
"LCADi","lactaldehyde dehydrogenase","[c] : h2o + lald-L + nad -->  (2) h + lac-L + nadh","ECW_m1544","ECW_m1544","Alternate Carbon Metabolism",0,0,1000,0
"LCARR","lacaldehyde reductase R propane 1 2 diol forming ","[c] : h + lald-D + nadh <==>  12ppd-R + nad",,,"Methylglyoxal Metabolism",1,-1000,1000,0
"LCARS","lacaldehyde reductase S propane 1 2 diol forming ","[c] : h + lald-L + nadh <==>  12ppd-S + nad","ECW_m3009","ECW_m3009","Alternate Carbon Metabolism",1,-1000,1000,0
"LCTSt3ipp","Lactose transport via proton aniport periplasm "," h[p] + lcts[c] -->  h[c] + lcts[p]","( ECW_m2371  or  ECW_m0070  or  ECW_m1657 )","ECW_m0070 ECW_m1657 ECW_m2371","Transport Inner Membrane",0,0,1000,0
"LCTStex","Lactose transport via diffusion extracellular to periplasm "," lcts[e] <==>  lcts[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"LCTStpp","Lactose transport via proton symport periplasm "," h[p] + lcts[p] <==>  h[c] + lcts[c]","ECW_m0421","ECW_m0421","Transport Inner Membrane",1,-1000,1000,0
"LDH_D","D lactate dehydrogenase","[c] : lac-D + nad <==>  h + nadh + pyr","( ECW_m2335  or  ECW_m1514 )","ECW_m1514 ECW_m2335","Pyruvate Metabolism",1,-1000,1000,0
"LDH_D2","D lactate dehydrogenase","[c] : lac-D + q8 -->  pyr + q8h2","ECW_m2335","ECW_m2335","Oxidative Phosphorylation",0,0,1000,0
"LEUTAi","leucine transaminase irreversible ","[c] : 4mop + glu-L -->  akg + leu-L","( ECW_m4069  or  ECW_m4419 )","ECW_m4069 ECW_m4419","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"LEUTRS","Leucyl tRNA synthetase","[c] : atp + leu-L + trnaleu -->  amp + leutrna + ppi","ECW_m0696","ECW_m0696","tRNA Charging",0,0,1000,0
"LEUabcpp","L leucine transport via ABC system periplasm "," atp[c] + h2o[c] + leu-L[p] -->  adp[c] + h[c] + leu-L[c] + pi[c]","( ( ECW_m3713  and  ECW_m3714  and  ECW_m3716  and  ECW_m3721  and  ECW_m3715 )  or  ( ECW_m3713  and  ECW_m3714  and  ECW_m3716  and  ECW_m3717  and  ECW_m3715 ) )","ECW_m3713 ECW_m3714 ECW_m3715 ECW_m3716 ECW_m3717 ECW_m3721","Transport Inner Membrane",0,0,1000,0
"LEUt2rpp","L leucine reversible transport via proton symport periplasm "," h[p] + leu-L[p] <==>  h[c] + leu-L[c]","ECW_m0470","ECW_m0470","Transport Inner Membrane",1,-1000,1000,0
"LEUtex","L leucine transport via diffusion extracellular to periplasm "," leu-L[e] <==>  leu-L[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"LGTHL","lactoylglutathione lyase","[c] : gthrd + mthgxl -->  lgt-S","ECW_m1818","ECW_m1818","Methylglyoxal Metabolism",0,0,1000,0
"LIPACabcpp","lipid cold A transport via ABC system periplasm "," atp[c] + h2o[c] + lipa-cold[c] -->  adp[c] + h[c] + lipa-cold[p] + pi[c]","ECW_m1024","ECW_m1024","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAHT2ex","core oligosaccharide lipid Ahexadecanoate transferase n C160  extracellular membrane ","[e] : colipa + h + hdca -->  h2o + hacolipa","ECW_m0677","ECW_m0677","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LIPAHTex","Lipid Ahexadecanoate transferase n C160  extracellular membrane ","[e] : h + hdca + lipa -->  h2o + halipa","ECW_m0677","ECW_m0677","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LPADSS","Lipid A disaccaride synthase","[c] : lipidX + u23ga -->  h + lipidAds + udp","ECW_m0178","ECW_m0178","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"LPLIPAL1A120pp","Lysophospholipase L1 2 acylglycerophosphotidate n C120  periplasm ","[p] : 1ddecg3p + h2o -->  ddca + glyc3p + h","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A140pp","Lysophospholipase L1 2 acylglycerophosphotidate n C140  periplasm ","[p] : 1tdecg3p + h2o -->  glyc3p + h + ttdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A141pp","Lysophospholipase L1 2 acylglycerophosphotidate n C141  periplasm ","[p] : 1tdec7eg3p + h2o -->  glyc3p + h + ttdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A160pp","Lysophospholipase L1 2 acylglycerophosphotidate n C160  periplasm ","[p] : 1hdecg3p + h2o -->  glyc3p + h + hdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A161pp","Lysophospholipase L1 2 acylglycerophosphotidate n C161  periplasm ","[p] : 1hdec9eg3p + h2o -->  glyc3p + h + hdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A180pp","Lysophospholipase L1 2 acylglycerophosphotidate n C180  periplasm ","[p] : 1odecg3p + h2o -->  glyc3p + h + ocdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1A181pp","Lysophospholipase L1 2 acylglycerophosphotidate n C181  periplasm ","[p] : 1odec11eg3p + h2o -->  glyc3p + h + ocdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E120pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C120  periplasm ","[p] : 1agpe120 + h2o -->  ddca + g3pe + h","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E140pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C140  periplasm ","[p] : 1agpe140 + h2o -->  g3pe + h + ttdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E141pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C141  periplasm ","[p] : 1agpe141 + h2o -->  g3pe + h + ttdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E160pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C160  periplasm ","[p] : 1agpe160 + h2o -->  g3pe + h + hdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E161pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C161  periplasm ","[p] : 1agpe161 + h2o -->  g3pe + h + hdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E180pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C180  periplasm ","[p] : 1agpe180 + h2o -->  g3pe + h + ocdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1E181pp","Lysophospholipase L1 2 acylglycerophosphoethanolamine n C181  periplasm ","[p] : 1agpe181 + h2o -->  g3pe + h + ocdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G120pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C120  periplasm ","[p] : 1agpg120 + h2o -->  ddca + g3pg + h","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G140pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C140  periplasm ","[p] : 1agpg140 + h2o -->  g3pg + h + ttdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G141pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C141  periplasm ","[p] : 1agpg141 + h2o -->  g3pg + h + ttdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G160pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C160  periplasm ","[p] : 1agpg160 + h2o -->  g3pg + h + hdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G161pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C161  periplasm ","[p] : 1agpg161 + h2o -->  g3pg + h + hdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G180pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C180  periplasm ","[p] : 1agpg180 + h2o -->  g3pg + h + ocdca","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL1G181pp","Lysophospholipase L1 2 acylglycerophosphoglycerol n C181  periplasm ","[p] : 1agpg181 + h2o -->  g3pg + h + ocdcea","ECW_m0567","ECW_m0567","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A120","Lysophospholipase L2 2 acylglycerophosphotidate n C120 ","[c] : 2ddecg3p + h2o -->  ddca + glyc3p + (2) h","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A140","Lysophospholipase L2 2 acylglycerophosphotidate n C140 ","[c] : 2tdecg3p + h2o -->  glyc3p + (2) h + ttdca","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A141","Lysophospholipase L2 2 acylglycerophosphotidate n C141 ","[c] : 2tdec7eg3p + h2o -->  glyc3p + (2) h + ttdcea","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A160","Lysophospholipase L2 2 acylglycerophosphotidate n C160 ","[c] : 2hdecg3p + h2o -->  glyc3p + (2) h + hdca","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A161","Lysophospholipase L2 2 acylglycerophosphotidate n C161 ","[c] : 2hdec9eg3p + h2o -->  glyc3p + (2) h + hdcea","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A180","Lysophospholipase L2 2 acylglycerophosphotidate n C180 ","[c] : 2odecg3p + h2o -->  glyc3p + (2) h + ocdca","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2A181","Lysophospholipase L2 2 acylglycerophosphotidate n C181 ","[c] : 2odec11eg3p + h2o -->  glyc3p + (2) h + ocdcea","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2ATE120","Lysophospholipase L2 acyltransferase 2 acyl glycerophosphoethanolamine n C120 ","[c] : 2agpe120 + pg120 -->  apg120 + g3pe","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2ATE140","Lysophospholipase L2 acyltransferase 2 acyl glycerophosphoethanolamine n C140 ","[c] : 2agpe140 + pg140 -->  apg140 + g3pe","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2ATE141","Lysophospholipase L2 acyltransferase 2 acyl glycerophosphoethanolamine n C141 ","[c] : 2agpe141 + pg141 -->  apg141 + g3pe","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2ATE160","Lysophospholipase L2 acyltransferase 2 acyl glycerophosphoethanolamine n C160 ","[c] : 2agpe160 + pg160 -->  apg160 + g3pe","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
"LPLIPAL2ATE161","Lysophospholipase L2 acyltransferase 2 acyl glycerophosphoethanolamine n C161 ","[c] : 2agpe161 + pg161 -->  apg161 + g3pe","ECW_m4127","ECW_m4127","Glycerophospholipid Metabolism",0,0,1000,0
