"KO","Flux Value","Reaction Abbreviation","Reaction Name","Reaction Equation (Metabolite Abbreviation)","Reversible","Lower Bound","Upper Bound","Biological Objective","Synthetic Objective","Gene Association","Protein Association","Subsystem","Protein Class","GPR","Genes","Protein","Confidence Score","EC. Number"
"false","0.0","R_FTHF"," ","M_510mthf_c + M_h2o_c --> M_fthf_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","23623"," "," ","2","3.5.4.9"
"false","0.0","R_FGAR"," ","M_gar_c + M_fthf_c --> M_fgar_c + M_thf_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","47067"," "," ","2","2.1.2.2"
"false","0.0","R_PURL","FGAM synthetase","M_atp_c + M_fgar_c + M_gln_c + M_h2o_c --> M_adp_c + M_pi_c + M_glu_c + M_fgam_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","17772"," "," ","2","6.3.5.3"
"false","0.0","R_PURM"," ","M_atp_c + M_fgam_c --> M_adp_c + M_pi_c + M_air_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","47067"," "," ","2","6.3.3.1"
"false","0.0","R_PAICS"," ","M_air_c + M_co2_c <==> M_cair_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","56626"," "," ","2","4.1.1.21"
"false","0.0","R_PURC"," ","M_atp_c + M_cair_c + M_asp_c <==> M_adp_c + M_pi_c + M_saicar_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","56630"," "," ","2","6.3.2.6"
"false","0.0","R_PURB"," ","M_saicar_c <==> M_fum_c + M_aicar_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","18087"," "," ","2","4.3.2.2"
"false","0.0","R_PURO","IMP cyclohydrolase","M_faicar_c --> M_imp_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","23429"," "," ","2","3.5.4.10"
"false","0.0","R_GUAB","IMP dehydrogenase","M_imp_c + M_nad_c + M_h2o_c --> M_xmp_c + M_nadh_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","3171, 31718"," "," ","2","1.1.1.205"
"false","0.0","R_GUAA","GMP synthase","M_atp_c + M_xmp_c + M_gln_c + M_h2o_c --> M_amp_c + M_ppi_c + M_gmp_c + M_glu_c","false","0.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","27735"," "," ","2","6.3.5.2"
"false","0.0","R_AK_DGMP","guanylate kinase","M_atp_c + M_dgmp_c <==> M_adp_c + M_dgdp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","11281, 11131"," "," ","2","2.7.4.8"
"false","0.0","R_AK_GTP","guanylate kinase","M_atp_c + M_gmp_c <==> M_adp_c + M_gdp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","11281, 11131"," "," ","2","2.7.4.8"
"false","0.0","R_GTPPYR"," ","M_gdp_c + M_pep_c + 2 M_h_c --> M_gtp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","56445, 49098, 5617, 45997, 54998"," "," ","2","2.7.1.40. Also can use UTP, CTP, ITP, dATP, dGTP"
"false","0.0","R_THRDXPATH"," ","M_thrdxdis_c + M_nadph_c + M_h_c --> M_thrdx_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","51055"," "," ","2","1.8.1.9 R02016"
"false","0.0","R_RPRGDP","2'-Deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase","M_thrdx_c + M_gdp_c <==> M_dgdp_c + M_thrdxdis_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","45529 or 39306"," "," ","2","1.17.4.1"
"false","0.0","R_RPRADP"," ","M_thrdx_c + M_adp_c <==> M_dadp_c + M_thrdxdis_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","purine de novo synthesis"," ","45529 or 39306"," "," ","2","1.17.4.1"
"false","0.0","R_RPRCDP"," ","M_thrdx_c + M_cdp_c <==> M_dcdp_c + M_thrdxdis_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","45529 or 39306"," "," ","2","1.17.4.1"
"false","0.0","R_RPRUDP"," ","M_thrdx_c + M_udp_c <==> M_dudp_c + M_h2o_c + M_thrdxdis_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","45529 or 39306"," "," ","2","1.17.4.1"
"false","0.0","R_DUTP"," ","M_utp_c + M_thrdx_c <==> M_thrdxdis_c + M_dutp_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","45529 or 39306"," "," ","2","1.17.4.1"
"false","0.0","R_DCTP"," ","M_ctp_c + M_thrdx_c <==> M_thrdxdis_c + M_dctp_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","1.17.4.2"
"false","0.0","R_ADSUC","adenylosuccinate synthetase","M_gtp_c + M_imp_c + M_asp_c --> M_gdp_c + M_pi_c + M_adsucc_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","26256"," "," ","2","6.3.4.4"
"false","0.0","R_ADNYSUC","adenylosuccinate lyase","M_adsucc_c --> M_fum_c + M_amp_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","18087"," "," ","2","4.3.2.2"
"false","0.0","R_AMPD","AMP deaminase","M_amp_c + M_h2o_c --> M_nh3_c + M_imp_c","false","0.0","1000.0","0.0","0.0"," "," ","purine degradation"," ","900"," "," ","2","3.5.4.6"
"false","0.0","R_ADK","adenylate kinase","M_atp_c + M_amp_c --> 2 M_adp_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","6457, 38261, 13789, 12732, 12436"," "," ","2","2.7.4.3"
"false","0.0","R_ADKDAMP","adenylate kinase","M_atp_c + M_damp_c --> M_adp_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","6457, 38261, 13789, 12732, 12436"," "," ","2","2.7.4.3"
"false","0.0","R_ADKDAMP_P","adenylate kinase","M_atp_p + M_damp_p --> M_dadp_p + M_h_p","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","20093"," "," ","2","2.7.4.3"
"false","0.0","R_ADK_P","adenylate kinase","M_atp_p + M_amp_p --> 2 M_adp_p + M_h_p","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","20093"," "," ","2","2.7.4.3"
"false","0.0","R_NDK330"," ","M_atp_c + M_gdp_c --> M_adp_c + M_gtp_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_ATPUDPPT","ATP:UDP phosphotransferase","M_atp_c + M_udp_c --> M_adp_c + M_utp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK570"," ","M_adp_c + M_ctp_c --> M_atp_c + M_cdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK1137"," ","M_atp_c + M_dadp_c --> M_adp_c + M_datp_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK1857"," ","M_atp_c + M_dgdp_c --> M_adp_c + M_dgtp_c","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK2326"," ","M_atp_c + M_dcdp_c --> M_adp_c + M_dctp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK2331"," ","M_atp_c + M_dudp_c --> M_adp_c + M_dutp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_NDK2093"," ","M_atp_c + M_dtdp_c --> M_adp_c + M_dttp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25, 42104, 41676"," "," ","2","2.7.4.6"
"false","0.0","R_ADENK","adenosine kinase","M_aden_c + M_atp_c --> M_adp_c + M_amp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","51242"," "," ","2","2.7.1.20"
"false","0.0","R_T_UDP_CP"," ","M_udp_c <==> M_udp_p + M_h_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CAD","aspartate transcarbamoylase","M_carbmylp_c + M_asp_c --> M_pi_c + M_carbasp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","25183, 25"," "," ","2","2.1.3.2"
"false","0.0","R_DHH","dihydroorotate hydrolase","M_carbasp_c <==> M_dhydrrt_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","39528 or 19692 or 35101"," "," ","2","3.5.2.3"
"false","0.0","R_T_OROT_CP"," ","M_orot_c <==> M_orot_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_OROT_CM"," ","M_orot_c <==> M_orot_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_OROT"," ","M_dhydrrt_p + M_o2_p <==> M_h2s_p + M_orot_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","48112"," "," ","2","1.3.3.1"
"false","0.0","R_DHODase","dihydroorotate dehydrogenase (fumarate)","M_dhydrrt_p + M_fum_p <==> M_suc_p + M_orot_p","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","48112"," "," ","2","1.3.98.1"
"false","0.0","R_DHODH_M","dihydroorotate dehydrogenase (quinone)","M_dhydrrt_m + M_quin_m <==> M_orot_m + M_hquin_m","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","48900"," "," ","2","1.3.5.2"
"false","0.0","R_EX_quin"," ","M_quin_c <==> M_hquin_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_HQUIN"," ","M_form_c + M_quin_c <==> M_co2_c + M_hquin_c","true","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_DHODH"," ","M_dhydrrt_c + M_quin_c --> M_orot_c + M_hquin_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," "," "," "," ","1","1.3.5.2"
"false","0.0","R_OPRTase","orotate phosphoribosyltransferase","M_orot_c + M_prpp_c <==> M_orot5p_c + M_ppi_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","56623"," "," ","2","2.4.2.10"
"false","0.0","R_ODCase","orotidine-5'-phosphate decarboxylase","M_orot5p_c --> M_ump_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","56623"," "," ","2","4.1.1.23"
"false","0.0","R_ATPUMP","ATP:UMP phosphotransferase","M_atp_c + M_ump_c <==> M_adp_c + M_udp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","bd1367"," "," ","2","2.7.4.14"
"false","0.0","R_ATPCMP"," ","M_atp_c + M_cmp_c <==> M_adp_c + M_cdp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","bd1367"," "," ","2","2.7.4.14"
"false","0.0","R_ATPDCMP"," ","M_atp_c + M_dcmp_c <==> M_adp_c + M_dcdp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","bd1367"," "," ","2","2.7.4.14"
"false","0.0","R_UDPH"," ","M_udp_c + M_h2o_c --> M_ump_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","14301, 44968"," "," ","2","3.6.1.6"
"false","0.0","R_GDPH"," ","M_gdp_c + M_h2o_c --> M_gmp_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","14301, 44968"," "," ","2","3.6.1.6"
"false","0.0","R_DUTPP"," ","M_dctp_c + M_h2o_c --> M_nh3_c + M_dutp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.5.4.13"
"false","0.0","R_DCMPD"," ","M_dcmp_c + M_h2o_c <==> M_dump_c + M_nh3_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","9348"," "," ","2","3.5.4.12"
"false","0.0","R_UTPGL","UTP:L-glutamine amido-ligase (ADP-forming)","M_atp_c + M_utp_c + M_gln_c + M_h2o_c --> M_adp_c + M_pi_c + M_ctp_c + M_glu_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","50034"," "," ","2","6.3.4.2"
"false","0.0","R_ATPAMP"," ","M_atp_c + M_h2o_c --> M_pi_c + M_adp_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00086"
"false","0.0","R_AMP"," ","M_adp_c + M_h2o_c --> M_amp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00122"
"false","0.0","R_UMPP"," ","M_udp_c + M_h2o_c --> M_ump_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00155"
"false","0.0","R_UMPP_1"," ","M_utp_c + M_h2o_c --> M_udp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00159"
"false","0.0","R_GMPP"," ","M_gdp_c + M_h2o_c --> M_gmp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00328"
"false","0.0","R_GMPP_1"," ","M_gtp_c + M_h2o_c --> M_gdp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00335"
"false","0.0","R_GMPP_2"," ","M_cdp_c + M_h2o_c --> M_cmp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00514"
"false","0.0","R_GMPP_3"," ","M_ctp_c + M_h2o_c --> M_cdp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r00569"
"false","0.0","R_GMPP_4"," ","M_dtdp_c + M_h2o_c --> M_dtmp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r02092"
"false","0.0","R_GMPP_5"," ","M_dttp_c + M_h2o_c --> M_dtdp_c + M_pi_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208"," "," ","2","3.6.1.5 r02095"
"false","0.0","R_ATPADP"," ","M_atp_c + M_h2o_c --> M_pi_c + M_adp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_DADP"," ","M_datp_c + M_h2o_c --> M_pi_c + M_dadp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_CTPCDP"," ","M_ctp_c + M_h2o_c --> M_pi_c + M_cdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_DCDP"," ","M_dctp_c + M_h2o_c --> M_pi_c + M_dcdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_UDP"," ","M_utp_c + M_h2o_c --> M_pi_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_DUDP"," ","M_dutp_c + M_h2o_c --> M_pi_c + M_dudp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_GDP"," ","M_gtp_c + M_h2o_c --> M_pi_c + M_gdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_DGDP"," ","M_dgtp_c + M_h2o_c --> M_pi_c + M_dgdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","2208, 6756"," "," ","2","3.6.1.15"
"false","0.0","R_IMP_1"," ","M_itp_c + M_h2o_c --> M_imp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_DIMP"," ","M_ditp_c + M_h2o_c --> M_dimp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_XMP"," ","M_xtp_c + M_h2o_c --> M_xmp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_UMP_1"," ","M_utp_c + M_h2o_c --> M_ump_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_DUTPA"," ","M_dutp_c + M_h2o_c --> M_dump_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176, 7646"," "," ","2","3.6.1.19, 3.6.1.23"
"false","0.0","R_GMP_1"," ","M_gtp_c + M_h2o_c --> M_gmp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_DGMP_1"," ","M_dgtp_c + M_h2o_c --> M_dgmp_c + M_ppi_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","44176"," "," ","2","3.6.1.19"
"false","0.0","R_DTMPR"," ","M_thym_c + M_atp_c --> M_adp_c + M_dtmp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","2","2.7.1.21"
"false","0.0","R_DTDP"," ","M_atp_c + M_dtmp_c --> M_adp_c + M_dtdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","46855"," "," ","2","2.7.4.9"
"false","0.0","R_ATPDUMP","dTMP kinase","M_atp_c + M_dump_c --> M_adp_c + M_dudp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","46855"," "," ","2","2.7.4.9"
"false","0.0","R_TMPK","dTMP kinase","M_atp_c + M_dtmp_c --> M_adp_c + M_dtdp_c","false","0.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","46855"," "," ","2","2.7.4.9"
"false","0.0","R_T_UTP_PC"," ","M_utp_c <==> M_utp_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_UGP2"," ","M_utp_p + M_g1p_p <==> M_ppi_p + M_udpglc_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","Phatr1_51016 or PHATRDRAFT_23639"," "," ","2","2.7.7.9"
"false","0.0","R_13BDGN"," 1,3-beta-glucan synthase","M_udpglc_c --> M_13bdg_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2","2.4.1.34"
"false","0.0","R_13BDGN1"," ","M_udpglc_c + M_13bdg_c --> M_13bdgn1_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2"," "
"false","0.0","R_13BDGN2"," ","M_udpglc_c + M_13bdgn1_c --> M_13bdgn2_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2"," "
"false","0.0","R_13BDGN3"," ","M_udpglc_c + M_13bdgn2_c --> M_13bdgn3_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2"," "
"false","0.0","R_13BDGN4"," ","M_udpglc_c + M_13bdgn3_c --> M_13bdgn4_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2"," "
"false","0.0","R_13BDGN5"," ","M_udpglc_c + M_13bdgn4_c --> M_13bdgn5_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55327"," "," ","2"," "
"false","0.0","R_CHRYS","Chrysolaminarin","M_udpglc_c + M_13bdgn5_c --> M_chrys_c + M_udp_c","false","0.0","1000.0","0.0","0.0"," "," ","Chrysolaminaran biosynthesis"," ","48300, 56509, 50238"," "," ","2","no EC number"
"false","0.0","R_DNA","DNA","0.2555 M_dttp_c + 0.2555 M_datp_c + 0.2445 M_dgtp_c + 0.2445 M_dctp_c --> M_dna_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," "," "," "
"false","0.0","R_RNA","RNA","0.19 M_utp_c + 0.19 M_atp_c + 0.31 M_gtp_c + 0.31 M_ctp_c --> M_rna_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," "," "," "
"false","0.0","R_AA","Amino acids","0.02 M_his_c + 0.07 M_arg_c + 0.15 M_ala_c + 0.12 M_asp_c + 0.14 M_glu_c + 0.51 M_gln_c + 0.1 M_pro_c + 0.01 M_trp_c + 0.11 M_ser_c + 0.15 M_gly_c + 0.07 M_lys_c + 0.09 M_thr_c + 0.08 M_asn_c + 0.09 M_val_c + 0.11 M_leu_c + 0.07 M_ile_c + 0.01 M_cys_c + 0.02 M_met_c + 0.04 M_tyr_c + 0.08 M_phnyala_c + 0.02 M_orn_c --> M_aa_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," "," "," "
"false","0.0","R_LIPID","Lipids","0.14 M_tag_p + 0.1 M_sqdg_c + 0.02 M_ppc_c + 0.18 M_mgdg_c + 0.07 M_dgdg_c --> M_lipid_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," "," "," "
"false","0.0","R_Biomass","Includes growth-associated ATP maintenance","M_aa_c + 0.0056 M_chla_p + M_lipid_c + 0.15 M_chrys_c + 9.03E-4 M_dna_c + 0.001 M_rna_c + 29.89 M_atp_c + 29.89 M_h2o_c --> 29.89 M_adp_c + 29.89 M_pi_c + 29.89 M_h_c","false","0.0","1000.0","1.0","0.0"," "," "," "," "," "," "," "," "," "
