Reaction #,E.C. #,Gene ID ,Gene Description,equation,Pathway,References,,,,
rxn881,,geneCsal1728,D-glucose transport in via proton symport,glcDxt + h -> glcD + h,,"53,5, 6, 59",,,,
rxn882,,geneCsal1728,D-glucose transport via PEP:Pyr PTS,glcD + pep -> g6p + pyr,,"53,5, 6, 59",,,,
rxn883,,geneCsal1728,Sucrose exchange,sucrxt <-> sucr,,"5,6 ,59,53",,,,
rxn884,,geneCsal1728,sucrose transport in via proton symport,h + sucrxt -> h + sucr,,"5,6 ,59,53",,,,
rxn885,,geneCsal1728,sucrose transport via PEP:Pyr PTS,pep + sucr -> pyr + suc6p,,"5,6 ,59,53",,,,
rxn886,,,Ex_1R2S12hphtn12ol,1R2S12hphtn12olxt <-> 1R2S12hphtn12ol,,,,,,
rxn887,,,Ex_23dhmp,23dhmpxt <-> 23dhmp,,,,,,
rxn888,,,Ex_2a3o4phobut2S,2a3o4phobut2Sxt <-> 2a3o4phobut2S,,,,,,
rxn889,,,Ex_2aacdL,2aacdLxt <-> 2aacdL,,,,,,
rxn890,,,Ex_2agpe120,2agpe120xt <-> 2agpe120,,,,,,
rxn891,,,Ex_2agpe140,2agpe140xt <-> 2agpe140,,,,,,
rxn892,,,Ex_2agpe141,2agpe141xt <-> 2agpe141,,,,,,
rxn893,,,Ex_2agpe160,2agpe160xt <-> 2agpe160,,,,,,
rxn894,,,Ex_2agpe161,2agpe161xt <-> 2agpe161,,,,,,
rxn895,,,Ex_2agpe180,2agpe180xt <-> 2agpe180,,,,,,
rxn896,,,Ex_2agpe181,2agpe181xt <-> 2agpe181,,,,,,
rxn897,,,Ex_2agpg120,2agpg120xt <-> 2agpg120,,,,,,
rxn898,,,Ex_2agpg140,2agpg140xt <-> 2agpg140,,,,,,
rxn899,,,Ex_2agpg141,2agpg141xt <-> 2agpg141,,,,,,
rxn900,,,Ex_2agpg160,2agpg160xt <-> 2agpg160,,,,,,
rxn901,,,Ex_2agpg161,2agpg161xt <-> 2agpg161,,,,,,
rxn902,,,Ex_2agpg180,2agpg180xt <-> 2agpg180,,,,,,
rxn903,,,Ex_2agpg181,2agpg181xt <-> 2agpg181,,,,,,
rxn904,,,Ex_2aobut,2aobutxt <-> 2aobut,,,,,,
rxn905,,,Ex_2aomsa,2aomsaxt <-> 2aomsa,,,,,,
rxn906,,,Ex_2Bhgibberellin1,2Bhgibberellin1xt <-> 2Bhgibberellin1,,,,,,
rxn907,,,Ex_2ddecg3p,2ddecg3pxt <-> 2ddecg3p,,,,,,
rxn908,,,Ex_2hdec9eg3p,2hdec9eg3pxt <-> 2hdec9eg3p,,,,,,
rxn909,,,Ex_2hdecg3p,2hdecg3pxt <-> 2hdecg3p,,,,,,
rxn910,,,Ex_2hmcsa,2hmcsaxt <-> 2hmcsa,,,,,,
rxn911,,,Ex_2ins,2insxt <-> 2ins,,,,,,
rxn912,,,Ex_2mcacn,2mcacnxt <-> 2mcacn,,,,,,
rxn913,,,Ex_2mecdp,2mecdpxt <-> 2mecdp,,,,,,
rxn914,,,Ex_2oac,2oacxt <-> 2oac,,,,,,
rxn915,,,Ex_2obut,2obutxt <-> 2obut,,,,,,
rxn916,,,Ex_2odec11eg3p,2odec11eg3pxt <-> 2odec11eg3p,,,,,,
rxn917,,,Ex_2odecg3p,2odecg3pxt <-> 2odecg3p,,,,,,
rxn918,,,Ex_2R3Shcit,2R3Shcitxt <-> 2R3Shcit,,,,,,
rxn919,,,Ex_2S2ippylt,2S2ippyltxt <-> 2S2ippylt,,,,,,
rxn920,,,Ex_2tdec7eg3p,2tdec7eg3pxt <-> 2tdec7eg3p,,,,,,
rxn921,,,Ex_2tdecg3p,2tdecg3pxt <-> 2tdecg3p,,,,,,
rxn922,,,Ex_35chcatec,35chcatecxt <-> 35chcatec,,,,,,
rxn923,,,Ex_3aacoa,3aacoaxt <-> 3aacoa,,,,,,
rxn924,,,Ex_3c3hmp,3c3hmpxt <-> 3c3hmp,,,,,,
rxn925,,,Ex_3c4mop,3c4mopxt <-> 3c4mop,,,,,,
rxn926,,,Ex_3cccmc,3cccmcxt <-> 3cccmc,,,,,,
rxn927,,,Ex_3dah7p,3dah7pxt <-> 3dah7p,,,,,,
rxn928,,,Ex_3h4tmambut,3h4tmambutxt <-> 3h4tmambut,,,,,,
rxn929,,,Ex_3haACP,3haACPxt <-> 3haACP,,,,,,
rxn930,,,Ex_3hcddec5eACP,3hcddec5eACPxt <-> 3hcddec5eACP,,,,,,
rxn931,,,Ex_3hcmrs7eACP,3hcmrs7eACPxt <-> 3hcmrs7eACP,,,,,,
rxn932,,,Ex_3hcpalm9eACP,3hcpalm9eACPxt <-> 3hcpalm9eACP,,,,,,
rxn933,,,Ex_3hcvac11eACP,3hcvac11eACPxt <-> 3hcvac11eACP,,,,,,
rxn934,,,Ex_3hddecACP,3hddecACPxt <-> 3hddecACP,,,,,,
rxn935,,,Ex_3hhe,3hhexACPxt <-> 3hhexACP,,,,,,
rxn936,,,Ex_3hoctaACP,3hoctaACPxt <-> 3hoctaACP,,,,,,
rxn937,,,Ex_3hoctACP,3hoctACPxt <-> 3hoctACP,,,,,,
rxn938,,,Ex_3hpalmACP,3hpalmACPxt <-> 3hpalmACP,,,,,,
rxn939,,,Ex_3hppyr,3hppyrxt <-> 3hppyr,,,,,,
rxn940,,,Ex_3mbut2ecoa,3mbut2ecoaxt <-> 3mbut2ecoa,,,,,,
rxn941,,,Ex_3mop,3mopxt <-> 3mop,,,,,,
rxn942,,,Ex_4c2hmcsa,4c2hmcsaxt <-> 4c2hmcsa,,,,,,
rxn943,,,Ex_4h2oglt,4h2ogltxt <-> 4h2oglt,,,,,,
rxn944,,,Ex_4hbzcoa,4hbzcoaxt <-> 4hbzcoa,,,,,,
rxn945,,,Ex_4hproLT,4hproLTxt <-> 4hproLT,,,,,,
rxn946,,,Ex_4oh2edt,4oh2edtxt <-> 4oh2edt,,,,,,
rxn947,,,Ex_5aprbu,5aprbuxt <-> 5aprbu,,,,,,
rxn948,,,Ex_5c2oh3edt,5c2oh3edtxt <-> 5c2oh3edt,,,,,,
rxn949,,,Ex_5htptm,5htptmxt <-> 5htptm,,,,,,
rxn950,,,Ex_5mta,5mtaxt <-> 5mta,,,,,,
rxn951,,,Ex_66e12hp78h6hp,66e12hp78h6hpxt <-> 66e12hp78h6hp,,,,,,
rxn952,,,Ex_67htd,67htdxt <-> 67htd,,,,,,
rxn953,,,Ex_aacdD,aacdDxt <-> aacdD,,,,,,
rxn954,,,Ex_aalc,aalcxt -> aalc,,,,,,
rxn955,,,Ex_aald,aaldxt <-> aald,,,,,,
rxn956,,,Ex_aalggluL,aalggluLxt <-> aalggluL,,,,,,
rxn957,,,Ex_acac,acacxt <-> acac,,,,,,
rxn958,,,Ex_acd,acdxt <-> acd,,,,,,
rxn959,,,Ex_acetone,acetonext <-> acetone,,,,,,
rxn960,,,Ex_achms,achmsxt <-> achms,,,,,,
rxn961,,,Ex_acmam,acmamxt <-> acmam,,,,,,
rxn962,,,Ex_acmanap,acmanapxt <-> acmanap,,,,,,
rxn963,,,Ex_acptrd,acptrdxt <-> acptrd,,,,,,
rxn964,,,Ex_ac,acxt -> ac,,"5, 6, 59",,,,
rxn965,,,Ex_adocbi,adocbixt <-> adocbi,,,,,,
rxn966,,,Ex_adocbl,adocblxt <-> adocbl,,,,,,
rxn967,,,Ex_adphepLD,adphepLDxt <-> adphepLD,,,,,,
rxn968,,,Ex_ahdt,ahdtxt <-> ahdt,,,,,,
rxn969,,,Ex_alaala,alaalaxt <-> alaala,,,,,,
rxn970,,,Ex_alatrna,alatrnaxt <-> alatrna,,,,,,
rxn971,,,Ex_alc,alcxt <-> alc,,,,,,
rxn972,,,Ex_alggluL,alggluLxt -> alggluL,,,,,,
rxn973,,,Ex_alk2el,alk2elxt <-> alk2el,,,,,,
rxn974,,,Ex_altrn,altrnxt -> altrn,,,,,,
rxn975,,,Ex_amob,amobxt <-> amob,,,,,,
rxn976,,,Ex_ap4a,ap4axt -> ap4a,,,,,,
rxn977,,,Ex_apoACP,apoACPxt <-> apoACP,,,,,,
rxn978,,geneCsal1728,Ex_ara,araxt -> ara,,"5,6,59,53",,,,
rxn979,,,Ex_argL,argLxt -> argL,,"5,6 ,59",,,,
rxn980,,,Ex_argP,argPxt <-> argP,,,,,,
rxn981,,,Ex_asnL,asnLxt -> asnL,,"5,6 ,59",,,,
rxn982,,,Ex_aso3,aso3xt <-> aso3,,,,,,
rxn983,,,Ex_asptrna,asptrnaxt <-> asptrna,,,,,,
rxn984,,,Ex_athrL,athrLxt -> athrL,,,,,,
rxn985,,,Ex_atr,atrxt -> atr,,,,,,
rxn986,,,Ex_b2coa,b2coaxt <-> b2coa,,,,,,
rxn987,,,Ex_b2eylcoa,b2eylcoaxt <-> b2eylcoa,,,,,,
rxn988,,,Ex_bgly,bglyxt -> bgly,,,,,,
rxn989,,,Ex_btamp,btampxt <-> btamp,,,,,,
rxn990,,,Ex_btncCP,btncCPxt -> btncCP,,,,,,
rxn991,,,Ex_butACP,butACPxt -> butACP,,,,,,
rxn992,,,Ex_bz,bzxt <-> bz,,,,,,
rxn993,,,Ex_c45dhchddc,c45dhchddcxt <-> c45dhchddc,,,,,,
rxn994,,,Ex_carn,carnxt -> carn,,,,,,
rxn995,,,Ex_cbasp,cbaspxt <-> cbasp,,,,,,
rxn996,,,Ex_cbdpmd,cbdpmdxt -> cbdpmd,,,,,,
rxn997,,,Ex_cbi,cbixt -> cbi,,,,,,
rxn998,,,Ex_cbl1,cbl1xt -> cbl1,,,,,,
rxn999,,,Ex_cbtncCP,cbtncCPxt <-> cbtncCP,,,,,,
rxn1000,,,Ex_ccbtd124clt,ccbtd124cltxt <-> ccbtd124clt,,,,,,
rxn1001,,,Ex_cddec5eACP,cddec5eACPxt -> cddec5eACP,,,,,,
rxn1002,,,Ex_cdec3eACP,cdec3eACPxt -> cdec3eACP,,,,,,
rxn1003,,,Ex_ce,cext -> ce,,,,,,
rxn1004,,geneCsal0223,Ex_chol,cholxt -> chol,,"5, 6, 53, 59",,,,
rxn1005,,geneCsal0223,Ex_chol,cholxt <-> chol,,"5, 6, 53, 59",,,,
rxn1006,,,Ex_chpylda,chpyldaxt -> chpylda,,,,,,
rxn1007,,,Ex_cit,citxt -> cit,,"5,6 ,59",,,,
rxn1008,,,Ex_ckdo,ckdoxt <-> ckdo,,,,,,
rxn1009,,,Ex_cl,clxt -> cl,,,,,,
rxn1010,,,Ex_coacd,coacdxt <-> coacd,,,,,,
rxn1011,,,Ex_cpe160,cpe160xt <-> cpe160,,,,,,
rxn1012,,,Ex_cpe180,cpe180xt <-> cpe180,,,,,,
rxn1013,,,Ex_cpg160,cpg160xt <-> cpg160,,,,,,
rxn1014,,,Ex_cpg180,cpg180xt <-> cpg180,,,,,,
rxn1015,,,Ex_csn,csnxt -> csn,,,,,,
rxn1016,,,Ex_c,cxxt <-> cx,,,,,,
rxn1017,,,Ex_cyan,cyanxt -> cyan,,,,,,
rxn1018,,,Ex_cystL,cystLxt <-> cystL,,,,,,
rxn1019,,,Ex_cystL,cystLxt -> cystL,,,,,,
rxn1020,,,Ex_cystrna,cystrnaxt <-> cystrna,,,,,,
rxn1021,,,Ex_cytd,cytdxt -> cytd,,,,,,
rxn1022,,,Ex_dad2,dad2xt -> dad2,,,,,,
rxn1023,,,Ex_dad5,dad5xt <-> dad5,,,,,,
rxn1024,,,Ex_db4p,db4pxt -> db4p,,,,,,
rxn1025,,,Ex_dc2coa,dc2coaxt <-> dc2coa,,,,,,
rxn1026,,,Ex_dcaACP,dcaACPxt -> dcaACP,,,,,,
rxn1027,,,Ex_dca,dcaxt -> dca,,,,,,
rxn1028,,,Ex_dcmp,dcmpxt -> dcmp,,,,,,
rxn1029,,,Ex_dd2coa,dd2coaxt <-> dd2coa,,,,,,
rxn1030,,,Ex_ddcaACP,ddcaACPxt -> ddcaACP,,,,,,
rxn1031,,,Ex_decdp,decdpxt -> decdp,,,,,,
rxn1032,,,Ex_dgal6p,dgal6pxt -> dgal6p,,,,,,
rxn1033,,,Ex_dgmp,dgmpxt -> dgmp,,,,,,
rxn1034,,,Ex_dha,dhaxt -> dha,,,,,,
rxn1035,,,Ex_dhnpt,dhnptxt -> dhnpt,,,,,,
rxn1036,,,Ex_dhorS,dhorSxt -> dhorS,,,,,,
rxn1037,,,Ex_din,dinxt -> din,,,,,,
rxn1038,,,Ex_dmgly,dmglyxt <-> dmgly,,,,,,
rxn1039,,,Ex_dmpp,dmppxt <-> dmpp,,,,,,
rxn1040,,,Ex_dna6map,dna6mapxt <-> dna6map,,,,,,
rxn1041,,,Ex_dna6Omgua,dna6Omguaxt -> dna6Omgua,,,,,,
rxn1042,,,Ex_dnaade,dnaadext -> dnaade,,,,,,
rxn1043,,,Ex_dnaw6Omgua,dnaw6Omguaxt <-> dnaw6Omgua,,,,,,
rxn1044,,,Ex_dntp,dntpxt <-> dntp,,,,,,
rxn1045,,,Ex_dntp,dntpxt -> dntp,,,,,,
rxn1046,,,Ex_dopa,dopaxt <-> dopa,,,,,,
rxn1047,,,Ex_dp,dpxt <-> dp,,,,,,
rxn1048,,,Ex_drntm,drntmxt -> drntm,,,,,,
rxn1049,,,Ex_drntnm,drntnmxt <-> drntnm,,,,,,
rxn1050,,,Ex_drntn,drntnxt -> drntn,,,,,,
rxn1051,,,Ex_dscl,dsclxt <-> dscl,,,,,,
rxn1052,,,Ex_dttp,dttpxt <-> dttp,,,,,,
rxn1053,,,Ex_d,dxyl5pxt <-> dxyl5p,,,,,,
rxn1054,,,Ex_E3mcp2endt,E3mcp2endtxt <-> E3mcp2endt,,,,,,
rxn1055,,,Ex_e4h3mbt2en1p,e4h3mbt2en1pxt <-> e4h3mbt2en1p,,,,,,
rxn1056,,,Ex_ectL,ectLxt <-> ectL,,,,,,
rxn1057,,,Ex_Ecys,Ecysxt -> Ecys,,,,,,
rxn1058,,,Ex_Egtc,Egtcxt -> Egtc,,,,,,
rxn1059,,,Ex_eig3p,eig3pxt -> eig3p,,,,,,
rxn1060,,,Ex_eryt,erytxt -> eryt,,"5,6,59",,,,
rxn1061,,,Ex_Essflcys,Essflcysxt <-> Essflcys,,,,,,
rxn1062,,,Ex_estd17B,estd17Bxt -> estd17B,,,,,,
rxn1063,,,Ex_estrone,estronext <-> estrone,,,,,,
rxn1064,,,Ex_etha,ethaxt <-> etha,,,,,,
rxn1065,,,Ex_etoh,etohxt -> etoh,,"5,6,59",,,,
rxn1066,,,Ex_f1p,f1pxt -> f1p,,,,,,
rxn1067,,,Ex_fc1p,fc1pxt -> fc1p,,,,,,
rxn1068,,,Ex_fd,fdxoxxt -> fdxox,,,,,,
rxn1069,,,Ex_fd,fdxrdxt <-> fdxrd,,,,,,
rxn1070,,,Ex_fe2,fe2xt -> fe2,,,,,,
rxn1071,,,Ex_fldo,fldoxxt -> fldox,,,,,,
rxn1072,,,Ex_fldrd,fldrdxt <-> fldrd,,,,,,
rxn1073,,,Ex_flP,flPxt <-> flP,,,,,,
rxn1074,,,Ex_flrdP,flrdPxt -> flrdP,,,,,,
rxn1075,,,Ex_fmettrna,fmettrnaxt <-> fmettrna,,,,,,
rxn1076,,,Ex_fprica,fpricaxt <-> fprica,,,,,,
rxn1077,,,Ex_frmd,frmdxt -> frmd,,,,,,
rxn1078,,,Ex_fruur,fruurxt <-> fruur,,,,,,
rxn1079,,,Ex_fru,fruxt <-> fru,,"5,6 ,59",,,,
rxn1080,,,Ex_fru,fruxt -> fru,,"5,6 ,59",,,,
rxn1081,,,Ex_fum,fumxt -> fum,,"5,6,59",,,,
rxn1082,,,Ex_g1p,g1pxt -> g1p,,,,,,
rxn1083,,,Ex_g3pc,g3pcxt -> g3pc,,,,,,
rxn1084,,,Ex_g3pe,g3pext -> g3pe,,,,,,
rxn1085,,,Ex_g3pg,g3pgxt -> g3pg,,,,,,
rxn1086,,,Ex_g3pi,g3pixt -> g3pi,,,,,,
rxn1087,,,Ex_g3ps,g3psxt -> g3ps,,,,,,
rxn1088,,geneCsal1728,Ex_galbD,galbDxt -> galbD,,53,,,,
rxn1089,,,Ex_galctnD,galctnDxt -> galctnD,,,,,,
rxn1090,,,Ex_galpund,galpundxt <-> galpund,,,,,,
rxn1091,,,Ex_gal,galxt -> gal,,"5,6 ,59",,,,
rxn1092,,,Ex_gam1p,gam1pxt -> gam1p,,,,,,
rxn1093,,,Ex_gam6p,gam6pxt <-> gam6p,,,,,,
rxn1094,,,Ex_gcald,gcaldxt <-> gcald,,,,,,
rxn1095,,,Ex_gdptp,gdptpxt <-> gdptp,,,,,,
rxn1096,,,Ex_gibberellin1,gibberellin1xt -> gibberellin1,,,,,,
rxn1097,,,Ex_glcD,glcDxt ->glcD,,,,,,
rxn1098,,,Ex_glcnacmur2acpund,glcnacmur2acpundxt <-> glcnacmur2acpund,,,,,,
rxn1099,,,Ex_glcn,glcnxt -> glcn,,,,,,
rxn1100,,,Ex_glcr,glcrxt -> glcr,,,,,,
rxn1101,,,Ex_glctl,glctlxt <-> glctl,,"5,6,59",,,,
rxn1102,,,Ex_glctt,glcttxt -> glctt,,,,,,
rxn1103,,,Ex_glnL,glnLxt -> glnL,,"5,6 ,59",,,,
rxn1104,,,Ex_glntrna,glntrnaxt <-> glntrna,,,,,,
rxn1105,,,Ex_glu1sa,glu1saxt -> glu1sa,,,,,,
rxn1106,,,Ex_glu5sa,glu5saxt <-> glu5sa,,,,,,
rxn1107,,,Ex_gluala,glualaxt <-> gluala,,,,,,
rxn1108,,,Ex_glucys,glucysxt -> glucys,,,,,,
rxn1109,,,Ex_gluD,gluDxt -> gluD,,"5,6,59",,,,
rxn1110,,,Ex_gluL,gluLxt -> gluL,,,,,,
rxn1111,,,Ex_glutrna,glutrnaxt <-> glutrna,,,,,,
rxn1112,,,Ex_glyb,glybxt <-> glyb,,"5, 6, 59",,,,
rxn1113,,,Ex_glyb,glybxt -> glyb,,"5, 6, 59",,,,
rxn1114,,,Ex_glyclt,glycltxt <-> glyclt,,"5,6 ,59",,,,
rxn1115,,,Ex_glycrt,glycrtxt -> glycrt,,,,,,
rxn1116,,,Ex_glyc,glycxt -> glyc,,"5,6,59",,,,
rxn1117,,,Ex_glytrna,glytrnaxt <-> glytrna,,,,,,
rxn1118,,,Ex_gly,glyxt -> gly,,"5,6,59",,,,
rxn1119,,,Ex_grdp,grdpxt -> grdp,,,,,,
rxn1120,,,Ex_grds,grdsxt <-> grds,,,,,,
rxn1121,,,Ex_grds,grdsxt -> grds,,,,,,
rxn1122,,,Ex_gr,grxrdxt -> grxrd,,,,,,
rxn1123,,,Ex_gtc1coa,gtc1coaxt <-> gtc1coa,,,,,,
rxn1124,,,Ex_h2s,h2sxt <-> h2s,,,,,,
rxn1125,,,Ex_h2,h2xt <-> h2,,,,,,
rxn1126,,,Ex_h4spt,h4sptxt -> h4spt,,,,,,
rxn1127,,,Ex_hcit,hcitxt -> hcit,,,,,,
rxn1128,,,Ex_hcysL,hcysLxt -> hcysL,,,,,,
rxn1129,,,Ex_hdd2coa,hdd2coaxt <-> hdd2coa,,,,,,
rxn1130,,,Ex_hdeACP,hdeACPxt -> hdeACP,,,,,,
rxn1131,,,Ex_hepdp,hepdpxt <-> hepdp,,,,,,
rxn1132,,,Ex_he,hexACPxt -> hexACP,,,,,,
rxn1133,,,Ex_he,hexdp xt -> hexdp ,,,,,,
rxn1134,,,Ex_histrna,histrnaxt <-> histrna,,,,,,
rxn1135,,,Ex_hlac,hlacxt -> hlac,,,,,,
rxn1136,,,Ex_hld,hldxt <-> hld,,,,,,
rxn1137,,,Ex_hpyr,hpyrxt -> hpyr,,,,,,
rxn1138,,,Ex_hqn,hqnxt <-> hqn,,,,,,
rxn1139,,,Ex_h,hx2coaxt <-> hx2coa,,,,,,
rxn1140,,,Ex_h,hxaxt -> hxa,,,,,,
rxn1141,,,Ex_ileL,ileLxt -> ileL,,,,,,
rxn1142,,,Ex_iletrna,iletrnaxt <-> iletrna,,,,,,
rxn1143,,,Ex_ind3ac,ind3acxt <-> ind3ac,,,,,,
rxn1144,,,Ex_ipdp,ipdpxt -> ipdp,,,,,,
rxn1145,,,Ex_ipp,ippxt -> ipp,,,,,,
rxn1146,,,Ex_kdo8p,kdo8pxt -> kdo8p,,,,,,
rxn1147,,,Ex_kdop,kdopxt <-> kdop,,,,,,
rxn1148,,,Ex_lacB,lacBxt -> lacB,,,,,,
rxn1149,,,Ex_laldL,laldLxt <-> laldL,,,,,,
rxn1150,,,Ex_leuP,leuPxt <-> leuP,,,,,,
rxn1151,,,Ex_lipidA,lipidAxt <-> lipidA,,,,,,
rxn1152,,,Ex_lipidX,lipidXxt -> lipidX,,,,,,
rxn1153,,,Ex_lysL,lysLxt -> lysL,,"5,6 ,59",,,,
rxn1154,,,Ex_lystrna,lystrnaxt <-> lystrna,,,,,,
rxn1155,,,Ex_malL,malLxt -> malL,,"5,6,59",,,,
rxn1156,,,Ex_maln,malnxt -> maln,,"5,6,59",,,,
rxn1157,,,Ex_malt,maltxt -> malt,,"5,6,59",,,,
rxn1158,,,Ex_man1p,man1pxt -> man1p,,,,,,
rxn1159,,,Ex_man6p,man6pxt <-> man6p,,,,,,
rxn1160,,,Ex_mana,manaxt -> mana,,,,,,
rxn1161,,,Ex_man,manxt -> man,,"5,6,59",,,,
rxn1162,,,Ex_mbdoshd6g3pglcD,mbdoshd6g3pglcDxt <-> mbdoshd6g3pglcD,,,,,,
rxn1163,,,Ex_mbdoshd6g3pglcD,mbdoshd6g3pglcDxt -> mbdoshd6g3pglcD,,,,,,
rxn1164,,,Ex_mbdoshdglcD,mbdoshdglcDxt -> mbdoshdglcD,,,,,,
rxn1165,,,Ex_metscbl2,metscbl2xt <-> metscbl2,,,,,,
rxn1166,,,Ex_metsmcbl1,metsmcbl1xt -> metsmcbl1,,,,,,
rxn1167,,,Ex_mh4spt,mh4sptxt <-> mh4spt,,,,,,
rxn1168,,,Ex_mi1pD,mi1pDxt -> mi1pD,,,,,,
rxn1169,,,Ex_micit,micitxt -> micit,,,,,,
rxn1170,,,Ex_mino,minoxt -> mino,,"5,6 ,59",,,,
rxn1171,,,Ex_mndlR,mndlRxt <-> mndlR,,,,,,
rxn1172,,,Ex_mndlS,mndlSxt -> mndlS,,,,,,
rxn1173,,,Ex_mnl,mnlxt -> mnl,,"5,6 ,59",,,,
rxn1174,,,Ex_mobd,mobdxt <-> mobd,,,,,,
rxn1175,,,Ex_mtartr,mtartrxt -> mtartr,,,,,,
rxn1176,,,Ex_mur2acpund,mur2acpundxt -> mur2acpund,,,,,,
rxn1177,,,Ex_murein4p3p,murein4p3pxt <-> murein4p3p,,,,,,
rxn1178,,,Ex_murein4p4p,murein4p4pxt <-> murein4p4p,,,,,,
rxn1179,,,Ex_murein4p,murein4px4px4pxt <-> murein4px4px4p,,,,,,
rxn1180,,,Ex_murein4p,murein4px4pxt <-> murein4px4p,,,,,,
rxn1181,,,Ex_murein5p3p,murein5p3pxt -> murein5p3p,,,,,,
rxn1182,,,Ex_murein5p,murein5px4px4pxt -> murein5px4px4p,,,,,,
rxn1183,,,Ex_murein5p,murein5px4pxt -> murein5px4p,,,,,,
rxn1184,,,Ex_myrsACP,myrsACPxt -> myrsACP,,,,,,
rxn1185,,,Ex_N6hlysL,N6hlysLxt <-> N6hlysL,,,,,,
rxn1186,,,Ex_NADaacd,NADaacdxt <-> NADaacd,,,,,,
rxn1187,,,Ex_NADaacd,NADaacdxt -> NADaacd,,,,,,
rxn1188,,,Ex_nadnt,nadntxt <-> nadnt,,,,,,
rxn1189,,,Ex_nalkl,nalklxt -> nalkl,,,,,,
rxn1190,,,Ex_naphthalene,naphthalenext -> naphthalene,,,,,,
rxn1191,,,Ex_ncam,ncamxt -> ncam,,,,,,
rxn1192,,,Ex_ndp,ndpxt <-> ndp,,,,,,
rxn1193,,,Ex_nhPo,nhPoxxt -> nhPox,,,,,,
rxn1194,,,Ex_nhPrd,nhPrdxt <-> nhPrd,,,,,,
rxn1195,,,Ex_nmn,nmnxt -> nmn,,,,,,
rxn1196,,,Ex_NNmanleNo,NNmanleNoxt <-> NNmanleNo,,,,,,
rxn1197,,,Ex_NNmanle,NNmanlext -> NNmanle,,,,,,
rxn1198,,geneCsal1329,Ex_no3,no3xt <-> no3,,53,,,,
rxn1199,,,Ex_NsaAtrna,NsaAtrnaxt -> NsaAtrna,,,,,,
rxn1200,,,Ex_NsaA,NsaAxt <-> NsaA,,,,,,
rxn1201,,,Ex_o2s,o2sxt -> o2s,,,,,,
rxn1202,,,Ex_oc2coa,oc2coaxt <-> oc2coa,,,,,,
rxn1203,,,Ex_ocACP,ocACPxt -> ocACP,,,,,,
rxn1204,,,Ex_ocdcaACP,ocdcaACPxt -> ocdcaACP,,,,,,
rxn1205,,,Ex_octeACP,octeACPxt -> octeACP,,,,,,
rxn1206,,,Ex_od2coa,od2coaxt <-> od2coa,,,,,,
rxn1207,,,Ex_oglyclt,oglycltxt <-> oglyclt,,,,,,
rxn1208,,,Ex_ohpb,ohpbxt -> ohpb,,,,,,
rxn1209,,,Ex_orn,ornxt -> orn,,"5,6 ,59",,,,
rxn1210,,,Ex_orot5p,orot5pxt -> orot5p,,,,,,
rxn1211,,,Ex_orot,orotxt <-> orot,,,,,,
rxn1212,,,Ex_pac,pacxt <-> pac,,,,,,
rxn1213,,,Ex_pad,padxt -> pad,,,,,,
rxn1214,,,Ex_palc,palcxt <-> palc,,,,,,
rxn1215,,,Ex_palmACP,palmACPxt -> palmACP,,,,,,
rxn1216,,,Ex_pap,papxt <-> pap,,,,,,
rxn1217,,,Ex_pchpylda,pchpyldaxt <-> pchpylda,,,,,,
rxn1218,,,Ex_pcppldpc5,pcppldpc5xt <-> pcppldpc5,,,,,,
rxn1219,,,Ex_pcpp,pcppxt -> pcpp,,,,,,
rxn1220,,,Ex_PcysL,PcysLxt -> PcysL,,,,,,
rxn1221,,,Ex_Pds,Pdsxt <-> Pds,,,,,,
rxn1222,,,Ex_pd,pdx5pxt -> pdx5p,,,,,,
rxn1223,,,Ex_PEIIBphc,PEIIBphcxt -> PEIIBphc,,,,,,
rxn1224,,,Ex_PEIIB,PEIIBxt <-> PEIIB,,,,,,
rxn1225,,,Ex_Pglume,Pglumext <-> Pglume,,,,,,
rxn1226,,,Ex_PgluO5me,PgluO5mext <-> PgluO5me,,,,,,
rxn1227,,,Ex_PgluO5me,PgluO5mext -> PgluO5me,,,,,,
rxn1228,,,Ex_phac,phacxt -> phac,,,,,,
rxn1229,,,Ex_pheL,pheLxt -> pheL,,,,,,
rxn1230,,,Ex_pheme,phemext <-> pheme,,,,,,
rxn1231,,,Ex_phetrna,phetrnaxt <-> phetrna,,,,,,
rxn1232,,,Ex_PhisL,PhisLxt -> PhisL,,,,,,
rxn1233,,,Ex_phpyr,phpyrxt <-> phpyr,,,,,,
rxn1234,,,Ex_phthalate,phthalatext -> phthalate,,,,,,
rxn1235,,,Ex_phthr,phthrxt <-> phthr,,,,,,
rxn1236,,,Ex_ph,phxt <-> ph,,,,,,
rxn1237,,,Ex_PiaspL,PiaspLxt -> PiaspL,,,,,,
rxn1238,,,Ex_Piaspme,Piaspmext <-> Piaspme,,,,,,
rxn1239,,,Ex_pmcoa,pmcoaxt -> pmcoa,,,,,,
rxn1240,,,Ex_pmdr,pmdrxt <-> pmdr,,,,,,
rxn1241,,,Ex_PnpiphisL,PnpiphisLxt <-> PnpiphisL,,,,,,
rxn1242,,,Ex_pntoR,pntoRxt <-> pntoR,,,,,,
rxn1243,,,Ex_PPII,PPIIxt -> PPII,,,,,,
rxn1244,,,Ex_ppro0,ppro0xt <-> ppro0,,,,,,
rxn1245,,,Ex_ppro180,ppro180xt -> ppro180,,,,,,
